True_Label,Predicted_Label,Text
1,0," the game was crashing on startup until i removed some conflicting programs that i don't use anymore (but why should citrix break this?). now it won't open a world at all, it just hangs on the loading screen until i force kill the game. i want my money back."
0,0, i built a city.made a pool out of waste water.released the waste onto a city.i love destruction 10/10 game!
0,0," all of the features that make this game enjoyable weren't made by the developers, but by hobbyists in the workshop.therefore when ever there is a major update. all of the mods break and the game is unplayable.do not waste your money"
0,0, the best game ever.
0,2," gutes spiel, mit mods extrem realistisches game auf die spielmechanik."
2,2," cities: skylines is a sensational city-building game that lets you craft your own bustling metropolis. it offers incredible freedom to design roads, zones, and manage essential services. the attention to detail is impressive, and the graphics breathe life into your city.the game's modding community adds endless possibilities, allowing you to personalize and enhance your experience. it's a vibrant world that keeps you engaged long after the initial excitement fades.however, there's a downside: the paid dlcs. some players feel frustrated that additional content comes at an extra cost, especially after investing in the game. a more inclusive approach with free updates would have been appreciated."
0,0, played it for 8 hour straight and it felt like 30 minutes
0,0, absolutely infuriating and baffling
0,0, tis a game.. i quite enjoy this on my laptop as i drive down highway.
2,2, good but please add oily old men dlc pleeeeease
0,2, just put on some relaxing music and start building ur dream city. <3
0,0, burned the town while there was a tsunami going on. this is too realistic. japan/10
0,0, brilliant game and fun to play
0,0," the game is amazing and really fun, there are a few building limitations but mods can fix that. the base game has so much content already but i wish the dlc were cheaper."
0,0," paradox launcher. why do i need another launcher eating system resources and another username/password to remember? how is this even legal, i bought the game 6 years ago, it's mine, i spent good money, how can you forcibly inject unnecessary adware 6 years after the fact.last time i spend a dime on paradox, i'm glad i didn't spend $100+ on eu4 and all the dlcs, just downloaded it for free. ♥♥♥♥ you paradox, you ruined my favorite game."
0,0, i find this game so fun!
0,0, i liked that i can explore making different cities the best (or worst) city ever. i also enjoy how realistic it is.
0,0," its good, nothing more to say"
0,0, this game is an amazing city builder game. i've played sim city and it cannot compare to the new features and reality that this game shows. eons above where it started.
0,0, this game is very fun and its a game of adventure and city building obv but also very architectural
0,0, best city builder out in steam
0,0, super fun
0,2, make people eat ♥♥♥♥ if you put the sewage upstream from the water
0,2, i would like to play it again
1,0, i downloaded some mods and my pc crashed. 10/10
0,0, a lot of dlcs like in the sims 4.but its the best citysim i've played
0,0, great game for the past time
0,2, play it
0,0, its addicting
0,0, spent hours making a citymade huge infrastructures all around and invoked my own policiesi flooded my city in a matter of seconds by accidentally making a dam that covered my city in poo water10/10 would waste my freetime again.
0,0, i love this game. play it noooow!
2,0," still enjoying the game after all this time. i would love to be able to ""follow"" specific cims throughout their lives like i did in simcity 4. other than that, i love the game. i have a lot of the dlc but no mods. my favorite dlc surprisingly is the parks and rec pack where you make your own theme parks and nature reserves. i highly recommend."
0,0," this game has been a great de-stress activity for me! you can start with an empty plot of land and build your city from scratch. as the city grows, you have to adapt your city to accommodate a larger population as well as increasing land size. as your population gets bigger, more things become unlocked in the game such as bus stations, airports, entertainment, high-density housing/commercial property, and so forth. i enjoy that i can come back to this game whenever i want and can pick it right back up where i left off. i don't have any dlcs and still find the game to be enjoyable.if you enjoy building and designing, then you'll like this game! i feel like my own personal civil engineer."
0,0, paradox launcher bad. game good.
0,0, a well designed game of constant fun.
1,0," the game don't want to save even if i click on ""save"""
2,0," great game although it sure does break my heart that this games greatness is merely hindered by the fact that they like to blast loads of dlcs with unreasonable prices. they should def add a subscription service for all dlcs, kinda like hoi4, eu4, retc."
0,2, its relaxing and fun if you like architecture
1,0, i have trashed the game with mods and can't even load into it.
0,0, its a fun game
0,0, stopped running.
0,0," nope. first it has a launcher,then there's tos and eulathat need to be opened before they allow you to agree.then they want you to sign up for some gross account.finally get to the game and can't read the text ...there is no option to increase the font size. there is no way to increase the font size. mods exist but the two i found didn't work."
0,0, mediocre game until you buy allot of dlc. you lack so much functionality without. and buying the complete game for 350 euro is just a scam.back to the pirate ship i guess.....
0,0," good city builder, dirty marketing. 200usd of dlc's is very stupid"
