True_Label,Predicted_Label,Text
0,2, debt simulator
0,0, excellent game! even better with mods & dlcs!
0,0," i made a thriving city called ""poopcity"" and this game is awesome!!!!!!"
0,0, this thing with mods it's amazing.
0,2, fun game with tons of dlc that makes the game more interactive and unique.
0,0, what can i say about this game that hasn't already been said? co understood the brief and delivered
0,0," when ea released the dumpster fire that was the latest sim city installment, co came along and saved the day"
0,0, it's everything ea *could* have delivered but didn't care enough to try
0,0,"the game is incredibly feature-rich, even without the expansion packs and the exceptional work of the modders make the game even better"
0,0,"the only downside i see to this game is that some (not all) of the dlc/expansion packs just look like a blatant cash-grab, with some of them costing more than they should do considering how little they add to the overall experience"
0,0," some others feel like an afterthought - the campus add on, for example, doesn't really have much impact on your city at all"
0,2," industries, however, does"
0,0, don't get me started on the radio station add on packs
0,0,"that said, it's very easy to sink a silly amount of hours into this game, and critically, not regret doing so"
0,0, that's a win in my books
0,0, one of the better building sim games.
0,0, the road building is unbelievably awful
2,2, this game needs a battle royal
0,0, favorite game since anime world war 2
0,0, 1
0,0, pirate game2
0,0, feel bad and buy game because it's such a good city sim3
0,0, spend several hours building a functioning city4
0,0," reach 13,000 population5"
0,0, make huge investment to build dam to solve energy problems forever6
0,1, accidentally divert the river7
0,1, city is reclaimed by the sea
0,1, all old people die simultaneously
0,1, drivers can't make a u-turn unless the road has ended
0,0, no one tries to avoid traffic jams
0,0, twitter is annoying
0,0,10/10 for realism
0,0," this game made me understand traffic flow enough to develop a malicious, indomitable hatred of the road design in my own city"
0,2,"lots of content, lots of good mods to increase complexity and increase the already fairly high skill ceiling"
0,0, i learned some interesting stuff about city design and development
0,0,some of the dlc is pretty yikes
0,2," it can be way overpriced, while adding something that really shouldn't cost 10 bloody dollars"
0,0, but theres still some dlc that i believe is worth the price
0,2," increasing options, and adding potential for more city functionality"
0,0, just check the reviews and you'll find the good ones
0,0,100 hours and i spent like $50
0,2, and i'm going to play more eventually
0,2, i get to play god
0,1, lacks elephants but still fun
0,0, amazing game with great detail and realism.
0,0, this game takes sooooooooo much time to play
0,0, this is like playing 5 hours feels like 1 hour of playing
0,0,possible to do almost anything thanks to mods
0,0, i like no pressure building/creation games. i am into problem solving. this game scratches that itch.
0,0," the best city builder. with expansions and workshop support, this game is great to lose your self for a session."
0,0, really good but the new one is coming soon
0,2, build the city
0,1, the city of phoenix arizona is a disaster and should be razed to the ground it stands on
1,1, the game was crashing on startup until i removed some conflicting programs that i don't use anymore (but why should citrix break this?)
1,1," now it won't open a world at all, it just hangs on the loading screen until i force kill the game"
0,0, i want my money back
0,0, i built a city.made a pool out of waste water.released the waste onto a city.i love destruction 10/10 game!
0,0," all of the features that make this game enjoyable weren't made by the developers, but by hobbyists in the workshop"
0,2,therefore when ever there is a major update
0,0, all of the mods break and the game is unplayable
0,1,do not waste your money
0,0, the best game ever.
0,0," gutes spiel, mit mods extrem realistisches game auf die spielmechanik."
0,2, cities: skylines is a sensational city-building game that lets you craft your own bustling metropolis
0,2," it offers incredible freedom to design roads, zones, and manage essential services"
0,0," the attention to detail is impressive, and the graphics breathe life into your city"
0,2,"the game's modding community adds endless possibilities, allowing you to personalize and enhance your experience"
0,2, it's a vibrant world that keeps you engaged long after the initial excitement fades
0,2,"however, there's a downside: the paid dlcs"
0,0," some players feel frustrated that additional content comes at an extra cost, especially after investing in the game"
2,2, a more inclusive approach with free updates would have been appreciated
0,0, played it for 8 hour straight and it felt like 30 minutes
0,0, absolutely infuriating and baffling
0,0, tis a game.. i quite enjoy this on my laptop as i drive down highway.
2,2, good but please add oily old men dlc pleeeeease
0,2, just put on some relaxing music and start building ur dream city. <3
0,0, burned the town while there was a tsunami going on. this is too realistic. japan/10
0,0, brilliant game and fun to play
0,0," the game is amazing and really fun, there are a few building limitations but mods can fix that"
2,2, the base game has so much content already but i wish the dlc were cheaper
0,0, paradox launcher
0,0," why do i need another launcher eating system resources and another username/password to remember? how is this even legal, i bought the game 6 years ago, it's mine, i spent good money, how can you forcibly inject unnecessary adware 6 years after the fact"
0,0,"last time i spend a dime on paradox, i'm glad i didn't spend $100+ on eu4 and all the dlcs, just downloaded it for free"
0,0," ♥♥♥♥ you paradox, you ruined my favorite game"
0,0, i find this game so fun!
0,0, i liked that i can explore making different cities the best (or worst) city ever. i also enjoy how realistic it is.
0,0," its good, nothing more to say"
0,0, this game is an amazing city builder game
0,0, i've played sim city and it cannot compare to the new features and reality that this game shows
0,0, eons above where it started
0,0, this game is very fun and its a game of adventure and city building obv but also very architectural
0,0, best city builder out in steam
0,0, super fun
0,1, make people eat ♥♥♥♥ if you put the sewage upstream from the water
0,2, i would like to play it again
1,0, i downloaded some mods and my pc crashed. 10/10
0,0, a lot of dlcs like in the sims 4.but its the best citysim i've played
0,0, great game for the past time
0,0, play it
0,0, its addicting
0,0, spent hours making a citymade huge infrastructures all around and invoked my own policiesi flooded my city in a matter of seconds by accidentally making a dam that covered my city in poo water10/10 would waste my freetime again
0,0, i love this game. play it noooow!
0,0, still enjoying the game after all this time
2,2," i would love to be able to ""follow"" specific cims throughout their lives like i did in simcity 4"
0,0," other than that, i love the game"
0,0, i have a lot of the dlc but no mods
0,0, my favorite dlc surprisingly is the parks and rec pack where you make your own theme parks and nature reserves
0,0, i highly recommend
0,0, this game has been a great de-stress activity for me! you can start with an empty plot of land and build your city from scratch
0,2," as the city grows, you have to adapt your city to accommodate a larger population as well as increasing land size"
0,2," as your population gets bigger, more things become unlocked in the game such as bus stations, airports, entertainment, high-density housing/commercial property, and so forth"
0,0, i enjoy that i can come back to this game whenever i want and can pick it right back up where i left off
0,0, i don't have any dlcs and still find the game to be enjoyable
0,0,"if you enjoy building and designing, then you'll like this game! i feel like my own personal civil engineer"
0,0, paradox launcher bad. game good.
0,2, a well designed game of constant fun.
1,1," the game don't want to save even if i click on ""save"""
0,0, great game although it sure does break my heart that this games greatness is merely hindered by the fact that they like to blast loads of dlcs with unreasonable prices
2,2," they should def add a subscription service for all dlcs, kinda like hoi4, eu4, retc"
0,2, its relaxing and fun if you like architecture
1,0, i have trashed the game with mods and can't even load into it.
0,0, its a fun game
0,1, stopped running.
0,0, nope
0,2," first it has a launcher,then there's tos and eulathat need to be opened before they allow you to agree"
0,2,then they want you to sign up for some gross account
0,1,finally get to the game and can't read the text 
0,1,there is no option to increase the font size
1,1, there is no way to increase the font size
1,0, mods exist but the two i found didn't work
0,0, mediocre game until you buy allot of dlc
0,0, you lack so much functionality without
0,0, and buying the complete game for 350 euro is just a scam
0,0,back to the pirate ship i guess
0,0," good city builder, dirty marketing. 200usd of dlc's is very stupid"
